synonym_id,node_id,domain,subfield,knowledge_point,surface_form,surface_type,language,stage_label,notes
SYN-0850,HKG-NODE-NODE-NODE-480,算数,基础运算,求一个数是另一个数的几倍的基础计算,求一个数是另一个数的几倍的基础计算,canonical,zh,Grade 3 semester 1,规范化节点名，限定为用除法求两数之间倍数关系的基础计算。
SYN-0851,HKG-NODE-NODE-NODE-480,算数,基础运算,求一个数是另一个数的几倍的基础计算,求一个数是另一个数的几倍,variant,zh,Grade 3 semester 1,常见教材式说法；与本节点同 scope，但在部分语境中也可能连带应用题情境。
SYN-0852,HKG-NODE-NODE-NODE-480,算数,基础运算,求一个数是另一个数的几倍的基础计算,求几倍,variant,zh,Grade 3 semester 1,高度简写，通常指求一个量是另一个量的几倍；也可能与“求一个数的几倍是多少”混淆，需结合上下文区分。
SYN-0853,HKG-NODE-NODE-NODE-480,算数,基础运算,求一个数是另一个数的几倍的基础计算,倍关系的基础计算,variant,zh,Grade 3 semester 1,概括性表述，适合指向基础倍数关系求解。
SYN-0854,HKG-NODE-NODE-NODE-480,算数,基础运算,求一个数是另一个数的几倍的基础计算,求倍数关系,variant,zh,Grade 3 semester 1,课堂中可能出现的简化说法，强调比较两个数的倍数关系。
SYN-0856,HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,多位数乘一位数,canonical,zh,Grade 3 semester 1,规范化节点名，表示整数范围内多位数与一位数相乘的主题级知识点。
SYN-0857,HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,多位数乘1位数,notation,mixed,Grade 3 semester 1,阿拉伯数字写法的常见变体。
SYN-0858,HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,多位数乘单个数字,variant,zh,Grade 3 semester 1,口语化改写；通常仍指一位整数作乘数。
SYN-0859,HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,多位数乘以一位数,variant,zh,Grade 3 semester 1,与 canonical 等义，但与更细的“笔算与口算”节点 HKG-NODE-NODE-NODE-489 高度重合。
SYN-0860,HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,一位数乘多位数,variant,zh,Grade 3 semester 1,交换叙述顺序后通常仍指同一乘法主题。
SYN-0861,HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,多位数×一位数,formula,symbolic,Grade 3 semester 1,符号化写法，指该乘法类型。
SYN-0862,HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,多位数乘一位数的笔算与口算,canonical,zh,Grade 3 semester 1,规范化节点名，强调该主题下的计算方式为口算与笔算。
SYN-0863,HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,多位数乘以一位数,variant,zh,Grade 3 semester 1,常见表述；在未指明算法时既可能指总括主题节点 HKG-NODE-NODE-NODE-488，也可能指本计算节点。
SYN-0864,HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,一位数乘多位数,variant,zh,Grade 3 semester 1,顺序变体；若用于课堂计算内容，通常与本节点相通。
SYN-0865,HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,多位数乘一位数计算,variant,zh,Grade 3 semester 1,强调执行计算；较适合本节点。
SYN-0866,HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,多位数乘一位数的计算,variant,zh,Grade 3 semester 1,常规改写，仍指该计算技能。
SYN-0867,HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,笔算和口算多位数乘一位数,variant,zh,Grade 3 semester 1,语序调整后的同义表达。
SYN-0868,HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,canonical,zh,Grade 3 semester 1,规范化节点名，包含计算规则与初步算理理解。
SYN-0869,HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,同分母分数加法,variant,zh,Grade 3 semester 1,最常见的主题名称。
SYN-0870,HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,同分母分数相加,variant,zh,Grade 3 semester 1,运算动作式表达。
SYN-0871,HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,分母不变的分数加法,variant,zh,Grade 3 semester 1,突出规则特征；通常指同分母分数加法。
SYN-0872,HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,同分母分数的加法,variant,zh,Grade 3 semester 1,常见改写。
SYN-0873,HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,同分母分数加法计算,variant,zh,Grade 3 semester 1,强调计算任务。
SYN-0874,HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,canonical,zh,Grade 3 semester 1,规范化节点名，包含计算规则与初步算理理解。
SYN-0875,HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,同分母分数减法,variant,zh,Grade 3 semester 1,最常见的主题名称。
SYN-0876,HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,同分母分数相减,variant,zh,Grade 3 semester 1,运算动作式表达。
SYN-0877,HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,分母不变的分数减法,variant,zh,Grade 3 semester 1,突出规则特征；通常指同分母分数减法。
SYN-0878,HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,同分母分数的减法,variant,zh,Grade 3 semester 1,常见改写。
SYN-0879,HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,同分母分数减法计算,variant,zh,Grade 3 semester 1,强调计算任务。
SYN-0880,HKG-NODE-NODE-NODE-507,算数,基础运算,除数是一位数的除法,除数是一位数的除法,canonical,zh,Grade 3 semester 2,规范化节点名，表示除数为一位整数的除法主题。
SYN-0881,HKG-NODE-NODE-NODE-507,算数,基础运算,除数是一位数的除法,一位数除法,variant,zh,Grade 3 semester 2,简写形式，通常指除数是一位数。
SYN-0882,HKG-NODE-NODE-NODE-507,算数,基础运算,除数是一位数的除法,除数为一位数的除法,variant,zh,Grade 3 semester 2,与 canonical 等义。
SYN-0883,HKG-NODE-NODE-NODE-507,算数,基础运算,除数是一位数的除法,被除数是多位数、除数是一位数的除法,variant,zh,Grade 3 semester 2,常见教学情境下的更具体描述，通常落在本主题内。
SYN-0884,HKG-NODE-NODE-NODE-507,算数,基础运算,除数是一位数的除法,一位数作除数的除法,variant,zh,Grade 3 semester 2,语序变化的同义表达。
SYN-0885,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,两位数乘两位数（整数乘法）,canonical,zh,Grade 3 semester 2,规范化节点名，表示两个两位整数相乘的主题级知识点。
SYN-0886,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,两位数乘两位数,variant,zh,Grade 3 semester 2,最常见表述。
SYN-0887,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,两位数与两位数相乘,variant,zh,Grade 3 semester 2,自然语言改写。
SYN-0888,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,两位数乘以两位数,variant,zh,Grade 3 semester 2,常见改写。
SYN-0889,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,两位数×两位数,formula,symbolic,Grade 3 semester 2,符号化写法。
SYN-0890,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,2位数乘2位数,notation,mixed,Grade 3 semester 2,数字化简写。
SYN-0891,HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,两位数乘两位数的乘法,variant,zh,Grade 3 semester 2,略冗余但同义。
SYN-0892,HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,两位数乘两位数的整数乘法计算,canonical,zh,Grade 3 semester 2,规范化节点名，强调计算执行层面。
SYN-0893,HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,两位数与两位数相乘,variant,zh,Grade 3 semester 2,常见表述；但与总括主题节点 HKG-NODE-NODE-NODE-510 高度重合。
SYN-0894,HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,两位数乘两位数计算,variant,zh,Grade 3 semester 2,较贴近本节点的“计算”取向。
SYN-0895,HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,两位数乘两位数的计算,variant,zh,Grade 3 semester 2,常规改写，强调算法或求值。
SYN-0896,HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,两位数乘以两位数计算,variant,zh,Grade 3 semester 2,语序变化的同义表达。
SYN-0897,HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,两位数×两位数计算,formula,symbolic,Grade 3 semester 2,符号化并带“计算”限定。
SYN-0898,HKG-NODE-NODE-NODE-521,算数,整数读数,大整数的读法（数范围未指明）,大整数的读法（数范围未指明）,canonical,zh,Grade 4 semester 1,规范化节点名，保留来源中数范围不明确的信息。
SYN-0899,HKG-NODE-NODE-NODE-521,算数,整数读数,大整数的读法（数范围未指明）,大数的读法,variant,zh,Grade 4 semester 1,最直接的标题式表达。
SYN-0900,HKG-NODE-NODE-NODE-521,算数,整数读数,大整数的读法（数范围未指明）,读大数,variant,zh,Grade 4 semester 1,课堂中常见的动作式简说。
SYN-0901,HKG-NODE-NODE-NODE-521,算数,整数读数,大整数的读法（数范围未指明）,大数读法,variant,zh,Grade 4 semester 1,压缩式表达，通常仍指读数规则。
SYN-0902,HKG-NODE-NODE-NODE-521,算数,整数读数,大整数的读法（数范围未指明）,大整数的读法,variant,zh,Grade 4 semester 1,比“大数的读法”更明确地指整数读数。
SYN-0903,HKG-NODE-NODE-NODE-522,算数,整数认识,“大数的认识和读法”作为合并单元标题，建议在图谱中标记为可拆分复合节点,“大数的认识和读法”作为合并单元标题，建议在图谱中标记为可拆分复合节点,canonical,zh,Grade 4 semester 1,规范化节点名，明确其为复合标题型节点而非单一可直接施教知识点。
SYN-0904,HKG-NODE-NODE-NODE-522,算数,整数认识,“大数的认识和读法”作为合并单元标题，建议在图谱中标记为可拆分复合节点,大数的认识和读法,textbook_phrase,zh,Grade 4 semester 1,典型单元或章节标题式表述，包含“认识”与“读法”两个成分。
SYN-0905,HKG-NODE-NODE-NODE-522,算数,整数认识,“大数的认识和读法”作为合并单元标题，建议在图谱中标记为可拆分复合节点,大数认识和读法,variant,zh,Grade 4 semester 1,去掉“的”后的紧缩写法，通常仍指同一合并标题。
SYN-0907,HKG-NODE-NODE-NODE-522,算数,整数认识,“大数的认识和读法”作为合并单元标题，建议在图谱中标记为可拆分复合节点,大数的认识与读法,variant,zh,Grade 4 semester 1,“和/与”替换后的常见书面变体。
SYN-0908,HKG-NODE-NODE-NODE-524,算数,基础运算,三位数乘两位数,三位数乘两位数,canonical,zh,Grade 4 semester 1,规范知识点名称。范围是三位整数与两位整数相乘这一计算主题，不自动限定为笔算。
SYN-0909,HKG-NODE-NODE-NODE-524,算数,基础运算,三位数乘两位数,三位数乘以两位数,variant,zh,Grade 4 semester 1,与规范名同义，表达上补出“以”。
SYN-0910,HKG-NODE-NODE-NODE-524,算数,基础运算,三位数乘两位数,三位数×两位数,formula,symbolic,Grade 4 semester 1,符号化写法，通常指相同计算范围。
SYN-0911,HKG-NODE-NODE-NODE-524,算数,基础运算,三位数乘两位数,三位数与两位数相乘,variant,zh,Grade 4 semester 1,常见改写。该表述也可能被用于笔算节点，需结合上下文区分是否强调算法形式。
SYN-0912,HKG-NODE-NODE-NODE-524,算数,基础运算,三位数乘两位数,三位数乘两位数的计算,variant,zh,Grade 4 semester 1,可指该计算内容的总称；若教材明确指笔算流程，则也可能落到笔算节点。
SYN-0913,HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,三位数乘两位数的笔算乘法,canonical,zh,Grade 4 semester 1,规范知识点名称。强调标准书写算法与位值对齐的笔算范围。
SYN-0914,HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,三位数乘两位数,variant,zh,Grade 4 semester 1,在教材目录或口头表达中有时被省略为该短语，但该短语也常指更宽泛的乘法主题，不必然限定笔算。
SYN-0915,HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,三位数与两位数相乘,variant,zh,Grade 4 semester 1,可作为笔算主题的表层说法，但也可能只是一般乘法范围。
SYN-0916,HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,三位数乘两位数的计算,variant,zh,Grade 4 semester 1,若在书写算法教学或练习上下文中，常可落到本节点；孤立出现时范围偏宽。
SYN-0917,HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,三位数乘两位数的笔算,variant,zh,Grade 4 semester 1,直接突出笔算过程，通常与本节点同域。
SYN-0918,HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,三位数×两位数的笔算,formula,symbolic,Grade 4 semester 1,符号化并显式限定为笔算。
SYN-0919,HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,整数除法中除数是两位数的笔算除法,canonical,zh,Grade 4 semester 1,规范知识点名称。强调整数除法中、除数为两位整数、采用笔算求解。
SYN-0920,HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,除数是两位数的除法,variant,zh,Grade 4 semester 1,常见表述，但不必然限定整数除法或笔算；在四年级笔算语境下常指向本节点。
SYN-0921,HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,两位数除数的除法,variant,zh,Grade 4 semester 1,改写形式，通常表示除数为两位数的除法主题。
SYN-0922,HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,除数为两位数的笔算除法,variant,zh,Grade 4 semester 1,与规范名同域，突出笔算算法。
SYN-0923,HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,除数是两位数的笔算除法,variant,zh,Grade 4 semester 1,省去“整数除法中”后的常见缩略说法；通常仍指本节点。
SYN-0924,HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,两位数除数的笔算除法,variant,zh,Grade 4 semester 1,强调除数特征与笔算方式的表述。
SYN-0925,HKG-NODE-NODE-NODE-528,算数,基础运算,除数是两位数的除法（整数除法）,除数是两位数的除法（整数除法）,canonical,zh,Grade 4 semester 1,规范知识点名称。表示被除数为整数、除数为两位整数的除法总称范围，不自动锁定某一种方法。
SYN-0926,HKG-NODE-NODE-NODE-528,算数,基础运算,除数是两位数的除法（整数除法）,除数为两位数的除法,variant,zh,Grade 4 semester 1,与规范名等义的常见改写。
SYN-0928,HKG-NODE-NODE-NODE-528,算数,基础运算,除数是两位数的除法（整数除法）,两位数作除数的除法,variant,zh,Grade 4 semester 1,更明确地说明两位数充当除数，通常与本节点范围一致。
SYN-0929,HKG-NODE-NODE-NODE-528,算数,基础运算,除数是两位数的除法（整数除法）,除数是两位数的除法,variant,zh,Grade 4 semester 1,直接对应本节点的核心范围。
SYN-0931,HKG-NODE-NODE-NODE-531,算数,基础运算,四则运算以及运算定律,四则运算以及运算定律,canonical,zh,Grade 4 semester 2,规范知识点名称。当前为合并性、待拆分的较粗粒度节点。
SYN-0932,HKG-NODE-NODE-NODE-531,算数,基础运算,四则运算以及运算定律,四则运算与运算定律,variant,zh,Grade 4 semester 2,“以及”与“与”互换，不改变合并主题范围。
SYN-0933,HKG-NODE-NODE-NODE-531,算数,基础运算,四则运算以及运算定律,四则运算及运算定律,variant,zh,Grade 4 semester 2,连接词变化的同义表达。
SYN-0934,HKG-NODE-NODE-NODE-531,算数,基础运算,四则运算以及运算定律,四则运算、运算定律,variant,zh,Grade 4 semester 2,目录式并列表达，可对应同一合并节点。
SYN-0935,HKG-NODE-NODE-NODE-534,算数,基础运算,“四则运算以及运算定律”作为合并节点需拆分审计,“四则运算以及运算定律”作为合并节点需拆分审计,canonical,zh,Grade 4 semester 2,规范知识点名称。其本身是面向图谱治理的审计性节点，而非直接教学知识点。
SYN-0938,HKG-NODE-NODE-NODE-534,算数,基础运算,“四则运算以及运算定律”作为合并节点需拆分审计,四则运算以及运算定律合并节点,variant,zh,Grade 4 semester 2,更明确突出这是“合并节点”而非普通知识点。
SYN-0939,HKG-NODE-NODE-NODE-534,算数,基础运算,“四则运算以及运算定律”作为合并节点需拆分审计,四则运算与运算定律合并节点拆分审计,variant,zh,Grade 4 semester 2,较清楚地指向图谱治理任务节点。
SYN-0940,HKG-NODE-NODE-NODE-538,算数,基础运算,小数的加减法,小数的加减法,canonical,zh,Grade 4 semester 2,规范知识点名称。表示小数加法与减法的综合主题。
SYN-0941,HKG-NODE-NODE-NODE-538,算数,基础运算,小数的加减法,小数加减法,variant,zh,Grade 4 semester 2,常见简称，与规范名同域。
SYN-0942,HKG-NODE-NODE-NODE-538,算数,基础运算,小数的加减法,小数的加法和减法,variant,zh,Grade 4 semester 2,展开式表述，与规范名同义。
SYN-0943,HKG-NODE-NODE-NODE-538,算数,基础运算,小数的加减法,小数加减,variant,zh,Grade 4 semester 2,更口语化的缩略表达。
SYN-0944,HKG-NODE-NODE-NODE-538,算数,基础运算,小数的加减法,小数加法与减法,variant,zh,Grade 4 semester 2,连接词变化的同义说法。
SYN-0945,HKG-NODE-NODE-NODE-544,算数,基础运算,小数乘除法,小数乘除法,canonical,zh,Grade 5 semester 1,规范知识点名称。为小数乘法与小数除法的合并主题。
SYN-0946,HKG-NODE-NODE-NODE-544,算数,基础运算,小数乘除法,小数的乘法和除法,variant,zh,Grade 5 semester 1,展开式表述，与规范名同义。
SYN-0947,HKG-NODE-NODE-NODE-544,算数,基础运算,小数乘除法,小数乘法与除法,variant,zh,Grade 5 semester 1,连接词变化，不改变合并主题范围。
SYN-0948,HKG-NODE-NODE-NODE-544,算数,基础运算,小数乘除法,小数的乘除法,variant,zh,Grade 5 semester 1,“的”字位置变化的常见改写。
SYN-0949,HKG-NODE-NODE-NODE-544,算数,基础运算,小数乘除法,小数乘法和除法,variant,zh,Grade 5 semester 1,常见口头或目录写法。
SYN-0950,HKG-NODE-NODE-NODE-545,算数,基础运算,分数的加法与减法运算,分数的加法与减法运算,canonical,zh,Grade 5 semester 2,规范知识点名称。作为分数加减法的总称性节点，强调运算学习范围。
SYN-0951,HKG-NODE-NODE-NODE-545,算数,基础运算,分数的加法与减法运算,分数加减法,variant,zh,Grade 5 semester 2,常见简称。与节点546也高度同义。
SYN-0952,HKG-NODE-NODE-NODE-545,算数,基础运算,分数的加法与减法运算,分数的加法和减法,variant,zh,Grade 5 semester 2,展开式同义表述。
SYN-0953,HKG-NODE-NODE-NODE-545,算数,基础运算,分数的加法与减法运算,分数加法与减法,variant,zh,Grade 5 semester 2,连接词变化，不改变主题范围。
SYN-0954,HKG-NODE-NODE-NODE-545,算数,基础运算,分数的加法与减法运算,分数的加减法,variant,zh,Grade 5 semester 2,省去“运算”后的常见表达，通常仍指同一总称范围。
SYN-0955,HKG-NODE-NODE-NODE-546,算数,基础运算,分数的加减法,分数的加减法,canonical,zh,Grade 5 semester 2,规范知识点名称。可作分数加法与减法的聚合性知识点。
SYN-0956,HKG-NODE-NODE-NODE-546,算数,基础运算,分数的加减法,分数加减法,variant,zh,Grade 5 semester 2,常见简称，与规范名同义。
SYN-0957,HKG-NODE-NODE-NODE-546,算数,基础运算,分数的加减法,分数的加法和减法,variant,zh,Grade 5 semester 2,展开式同义表述。
SYN-0958,HKG-NODE-NODE-NODE-546,算数,基础运算,分数的加减法,分数加法与减法,variant,zh,Grade 5 semester 2,连接词变化的常见说法。
SYN-0959,HKG-NODE-NODE-NODE-546,算数,基础运算,分数的加减法,分数的加法与减法运算,variant,zh,Grade 5 semester 2,该表述与节点545的规范名一致；若图谱保留两个节点，则此表面形式存在双向歧义。
SYN-0960,HKG-NODE-NODE-NODE-553,算数,基础运算,分数乘法运算,分数乘法运算,canonical,zh,Grade 6 semester 1,节点规范表述；指分数相关乘法规则与计算。
SYN-0961,HKG-NODE-NODE-NODE-553,算数,基础运算,分数乘法运算,分数乘法,variant,zh,Grade 6 semester 1,输入已给出；通常直接指该知识点。
SYN-0962,HKG-NODE-NODE-NODE-553,算数,基础运算,分数乘法运算,分数的乘法,variant,zh,Grade 6 semester 1,输入已给出；与“分数乘法”同义。
SYN-0963,HKG-NODE-NODE-NODE-553,算数,基础运算,分数乘法运算,分数乘法计算,variant,zh,Grade 6 semester 1,表面上强调计算活动，通常落在本节点范围；但若教材单独强调应用题，则可能超出纯运算范围。
SYN-0964,HKG-NODE-NODE-NODE-555,算数,基础运算,折扣的含义与折扣和百分数的互化,折扣的含义与折扣和百分数的互化,canonical,zh,Grade 6 semester 2,节点规范表述；覆盖“几折”的意义及与百分数的换算。
SYN-0965,HKG-NODE-NODE-NODE-555,算数,基础运算,折扣的含义与折扣和百分数的互化,打折的意义,variant,zh,Grade 6 semester 2,输入已给出；强调折扣的生活化含义。
SYN-0966,HKG-NODE-NODE-NODE-555,算数,基础运算,折扣的含义与折扣和百分数的互化,几折与百分数的关系,variant,zh,Grade 6 semester 2,输入已给出；突出互化关系。
SYN-0967,HKG-NODE-NODE-NODE-555,算数,基础运算,折扣的含义与折扣和百分数的互化,折扣的认识,variant,zh,Grade 6 semester 2,输入已给出；一般指对折扣概念的初步理解。
SYN-0968,HKG-NODE-NODE-NODE-555,算数,基础运算,折扣的含义与折扣和百分数的互化,折扣与百分数的互化,variant,zh,Grade 6 semester 2,是规范表述中的核心操作性部分，通常与本节点同指。
SYN-0970,HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,利率的含义与单利利息的简单计算,canonical,zh,Grade 6 semester 2,节点规范表述；涵盖本金、利率、时间、利息的基础关系及简单单利计算。
SYN-0971,HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,利率的认识,variant,zh,Grade 6 semester 2,输入已给出；偏概念认识，通常作为该节点的组成部分。
SYN-0972,HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,利息计算,variant,zh,Grade 6 semester 2,输入已给出；通常指简单利息计算，但单独使用时也可能被扩展到复利等更高阶段内容。
SYN-0973,HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,本金利息问题,variant,zh,Grade 6 semester 2,输入已给出；常见应用题表述，通常落在本节点范围。
SYN-0974,HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,单利利息计算,variant,zh,Grade 6 semester 2,较精确地限定为单利情境，与节点范围一致。
SYN-0975,HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,利率与利息的关系,variant,zh,Grade 6 semester 2,概括本金、利率、时间与利息之间的基础关系；与本节点范围相符。
SYN-0976,HKG-NODE-NODE-NODE-572,算数,基础运算,有理数混合运算顺序,有理数混合运算顺序,canonical,zh,Grade 7 semester 1,节点规范表述；指有理数范围内含加减乘除乘方的运算顺序。
SYN-0977,HKG-NODE-NODE-NODE-572,算数,基础运算,有理数混合运算顺序,有理数的混合运算顺序,variant,zh,Grade 7 semester 1,输入已给出；与规范表述同义。
SYN-0978,HKG-NODE-NODE-NODE-572,算数,基础运算,有理数混合运算顺序,有理数混合运算,variant,zh,Grade 7 semester 1,输入已给出；常用简称，但有时也可泛指混合运算计算本身，不只强调顺序规则。
SYN-0979,HKG-NODE-NODE-NODE-572,算数,基础运算,有理数混合运算顺序,有理数四则与乘方混合运算顺序,variant,zh,Grade 7 semester 1,输入已给出；更明确地包含乘方。
SYN-0980,HKG-NODE-NODE-NODE-572,算数,基础运算,有理数混合运算顺序,有理数运算顺序,variant,zh,Grade 7 semester 1,常见压缩表述；通常指本节点，但也可能误指某一单独运算。
SYN-0981,HKG-NODE-NODE-NODE-574,算数,基础运算,有理数加法运算,有理数加法运算,canonical,zh,Grade 7 semester 1,节点规范表述；指有理数加法法则与计算。
SYN-0982,HKG-NODE-NODE-NODE-574,算数,基础运算,有理数加法运算,有理数加法,variant,zh,Grade 7 semester 1,输入已给出；常见简称。
SYN-0983,HKG-NODE-NODE-NODE-574,算数,基础运算,有理数加法运算,有理数的加法运算,variant,zh,Grade 7 semester 1,输入已给出；与规范表述同义。
SYN-0984,HKG-NODE-NODE-NODE-574,算数,基础运算,有理数加法运算,有理数加法法则,variant,zh,Grade 7 semester 1,强调规则层面，通常属于本节点核心内容；但若图谱把“法则”与“计算”拆分，则可能需要更细化。
SYN-0985,HKG-NODE-NODE-NODE-580,算数,基础运算,用科学计数法表示数,用科学计数法表示数,canonical,zh,Grade 7 semester 1,节点规范表述；侧重把数写成科学计数法形式及互化。
SYN-0986,HKG-NODE-NODE-NODE-580,算数,基础运算,用科学计数法表示数,科学记数法,variant,zh,Grade 7 semester 1,输入已给出；常用名称。但该表面形式也可指更精确定义的相邻节点，存在跨节点歧义。
SYN-0987,HKG-NODE-NODE-NODE-580,算数,基础运算,用科学计数法表示数,科学计数表示,variant,zh,Grade 7 semester 1,输入已给出；通常指使用科学计数法表示数。
SYN-0988,HKG-NODE-NODE-NODE-580,算数,基础运算,用科学计数法表示数,用科学记数法表示数,variant,zh,Grade 7 semester 1,与规范表述对应的常见变体。
SYN-0990,HKG-NODE-NODE-A-10-N-1-A-10-N,算数,基础运算,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,canonical,zh,Grade 7 semester 1,节点规范表述；明确给出科学计数法的表示条件与适用对象。
SYN-0991,HKG-NODE-NODE-A-10-N-1-A-10-N,算数,基础运算,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,科学记数法,variant,zh,Grade 7 semester 1,输入已给出；常用名称。但该表面形式也用于较宽泛节点 HKG-NODE-NODE-NODE-580，存在歧义。
SYN-0992,HKG-NODE-NODE-A-10-N-1-A-10-N,算数,基础运算,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,科学计数法表示,variant,zh,Grade 7 semester 1,输入已给出；强调表示规范与写法。
SYN-0993,HKG-NODE-NODE-A-10-N-1-A-10-N,算数,基础运算,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,a×10^n（1≤|a|<10，n为整数）,formula,symbolic,Grade 7 semester 1,节点核心定义公式，能较好限定范围。
SYN-0994,HKG-NODE-NODE-A-10-N-1-A-10-N,算数,基础运算,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,用a×10^n表示数,variant,zh,Grade 7 semester 1,压缩后的表达；通常指本节点，但若省略约束条件，可能与较宽泛“用科学计数法表示数”节点混淆。
SYN-0995,HKG-NODE-NODE-1,数论,合数与质数,质数的概念：只有1和它本身两个正因数的自然数,质数的概念：只有1和它本身两个正因数的自然数,canonical,zh,Grade 5 semester 2,节点规范表述；定义性知识点。
SYN-0996,HKG-NODE-NODE-1,数论,合数与质数,质数的概念：只有1和它本身两个正因数的自然数,素数的概念,variant,zh,Grade 5 semester 2,输入已给出；“素数”与“质数”同义。
